COUNTY,Year,Total Dollar Damage,Total Acres Burned,Arson,Campfire,Debris Burning,Elec. Power,Equip. Use,Ltng.,Misc.,P-W-F,Rail- road,Smoking,Undet.,Vehicle,Total Fires,.25 acres or <,.26-9.99 acres,10-99 acres,100-299 acres,300-999 acres,1000-4999 acres,5000 acres or >,Population,Prec_Value,Prec_Rank,Prec_Anomaly,Prec_Mean(1901-2000),MT_Value,MT_Rank,MT_Anomaly,MT_Mean(1901-2000),AT_Value,AT_Rank,AT_Anomaly,AT_Mean(1901-2000),BUILDVALUE,AGRIVALUE,AREA,EAL_VALB,EAL_VALP,EAL_VALA,RESL_SCORE,LTNG_EALS,WFIR_RISKS
Sacramento,2019,"23,000",163,1,1,0,4,5,0,1,0,0,0,3,3,18,7,9,2,0,0,0,0,"1,552,058",25.88,116,7.19,18.69,75.6,105,1.6,73.9,62.9,119,1.8,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2018,2,92,0,0,1,2,1,0,2,0,0,0,4,3,13,5,5,3,0,0,0,0,"1,538,746",18.95,72,0.26,18.69,76.4,119,2.5,73.9,62.9,119,1.8,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2017,150,"1,639",4,1,1,4,2,0,6,0,0,0,2,4,24,10,10,2,1,0,1,0,"1,527,301",27.87,121,9.18,18.69,76.5,121,2.6,73.9,63.7,125,2.6,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2016,"21,201",542,2,0,0,3,4,0,1,1,0,0,7,3,21,11,6,3,0,1,0,0,"1,510,987",22.67,99,3.98,18.69,76.6,122,2.6,73.9,63.5,123,2.4,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2015,100,606,1,0,1,2,1,0,3,1,0,0,4,3,16,5,8,0,2,1,0,0,"1,493,674",9.56,6,-9.13,18.69,77.6,125,3.6,73.9,64.1,126,3,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2014,52,94,1,0,1,2,2,0,2,0,0,0,5,2,15,3,10,2,0,0,0,0,"1,474,917",18.89,71,0.2,18.69,78.2,127,4.2,73.9,64.9,128,3.8,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2013,2,83,1,0,1,3,4,0,0,0,0,0,6,2,17,3,13,1,0,0,0,0,"1,457,341",6.41,2,-12.28,18.69,76.9,123,2.9,73.9,62.7,116,1.6,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2012,"260,912",89,0,0,0,3,0,2,0,0,0,1,6,0,12,5,4,3,0,0,0,0,"1,444,852",22.58,98,3.89,18.69,75.9,112,1.9,73.9,62.4,106,1.3,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2011,0,58,2,0,0,2,0,7,1,0,0,0,3,0,15,4,9,2,0,0,0,0,"1,433,730",17.39,57,-1.3,18.69,73.2,30,-0.7,73.9,60.5,24,-0.6,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2010,"3,800",213,4,0,1,3,0,5,0,6,0,0,4,0,23,5,15,2,1,0,0,0,"1,418,735",24.62,110,5.93,18.69,73.2,30,-0.7,73.9,61.2,58,0.1,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2009,"3,800",23,1,0,0,2,0,5,0,0,0,0,4,2,14,6,5,2,1,0,0,0,"1,400,949",17.4,58,-1.29,18.69,75.3,100,1.4,73.9,62,97,0.9,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
Sacramento,2008,"9,080",54,1,0,0,2,0,13,0,0,0,0,3,1,20,7,11,2,0,0,0,0,"1,386,469",14.74,37,-3.95,18.69,75.7,109,1.7,73.9,62.2,102,1.1,61.1,263726910564,493708885,1004.400714,89204829.22,2.961564218,48251123.56,65.52999878,26.48005148,93.00031817
San Benito,2021,"368,564",323,0,1,3,1,3,0,2,0,0,0,4,1,15,8,5,0,2,0,0,0,"65,170",16.07,67,-0.67,16.74,73.3,122,2.7,70.6,60.3,122,2.9,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2020,"309,305","2,378",0,0,0,6,2,0,5,2,0,0,6,6,27,6,16,3,0,1,1,0,"64,432",8.72,9,-8.02,16.74,74,126,3.4,70.6,60.7,126,3.3,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2019,"2,570",280,2,0,2,2,5,0,6,1,0,1,8,5,32,11,17,3,1,0,0,0,"62,808",22.97,110,6.23,16.74,71.4,85,0.8,70.6,59.1,110,1.7,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2018,"74,060","2,587",1,0,2,5,2,0,7,1,0,0,9,2,29,10,11,3,3,1,1,0,"61,467",15.78,62,-0.96,16.74,73.3,122,2.7,70.6,60.3,122,2.9,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2017,"53,300",115,2,0,4,5,0,1,3,0,0,0,5,6,26,14,9,3,0,0,0,0,"60,164",18.11,86,1.37,16.74,73.5,124,2.9,70.6,60.7,126,3.2,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2016,"29,602",272,1,0,1,3,5,0,6,0,0,0,2,5,23,10,9,4,0,0,0,0,"59,225",17.65,83,0.91,16.74,73.2,120,2.6,70.6,60.4,123,3,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2015,"15,620",769,2,0,1,3,9,1,1,0,0,0,5,2,24,10,12,1,0,1,0,0,"58,216",10.12,15,-6.62,16.74,74.3,127,3.7,70.6,61.1,127,3.6,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2014,"1,700",24,1,0,1,3,0,0,4,0,0,0,1,1,11,4,7,0,0,0,0,0,"57,825",15.71,60,-1.03,16.74,75.2,128,4.6,70.6,62.2,128,4.7,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2013,"22,600",466,1,1,2,0,1,0,7,0,0,0,3,4,19,8,9,1,0,1,0,0,"57,239",3.53,1,-13.21,16.74,73.4,123,2.8,70.6,59.7,117,2.3,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2012,"1,480",55,1,0,4,2,2,4,3,0,0,0,1,4,21,9,11,1,0,0,0,0,"56,599",16.7,69,-0.04,16.74,72.8,116,2.2,70.6,59.5,115,2.1,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2011,"8,215",119,2,0,1,5,0,8,3,0,0,0,4,0,23,4,16,3,0,0,0,0,"55,977",17.41,80,0.67,16.74,70.5,52,-0.1,70.6,57.6,68,0.2,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2010,"62,015",157,2,2,2,4,0,6,0,1,0,0,4,1,22,4,12,6,0,0,0,0,"55,265",25.1,117,8.36,16.74,70.2,39,-0.4,70.6,57.9,81,0.5,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2009,"62,015",22,0,1,2,4,0,5,0,0,0,1,1,5,19,4,13,2,0,0,0,0,"55,058",14.77,49,-1.97,16.74,72.1,107,1.5,70.6,59.1,110,1.7,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Benito,2008,"23,100","3,889",3,0,3,5,1,9,0,0,0,1,4,0,26,6,19,0,0,0,1,0,"54,797",14.17,46,-2.57,16.74,72.4,112,1.8,70.6,59.1,110,1.7,57.4,13240099143,186850413,1404.51105,46857799.04,1.229934024,668692.301,71.44999695,7.335907336,94.9093223
San Bernardino,2021,"2,225,900",184,10,6,8,5,5,2,9,4,0,1,40,21,111,77,31,2,0,1,0,0,"2,186,572",4.3,28,-2.56,6.86,81,126,3.5,77.4,68.5,126,3.4,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2020,"90,131,910","7,708",9,2,6,6,5,2,17,4,1,2,34,12,100,45,47,4,2,0,0,2,"2,185,997",4.44,31,-2.42,6.86,81,126,3.6,77.4,68.2,124,3.1,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2019,"158,900",364,2,3,14,8,2,4,11,5,1,0,48,10,108,80,20,7,1,0,0,0,"2,180,085",10.79,117,3.93,6.86,77.3,45,-0.1,77.4,65.5,74,0.5,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2018,"87,000","1,373",6,5,19,5,2,0,24,1,0,1,29,6,98,82,15,0,0,0,1,0,"2,166,753",5.11,43,-1.75,6.86,80.5,123,3,77.4,68.4,125,3.4,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2017,"28,361","1,062",9,14,20,9,6,1,28,1,0,2,42,7,139,108,24,4,1,2,0,0,"2,150,945",5.56,48,-1.3,6.86,81,126,3.5,77.4,68.7,127,3.6,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2016,"629,245",19,4,15,10,6,2,3,21,0,1,0,30,5,97,81,16,0,0,0,0,0,"2,131,960",6.6,75,-0.26,6.86,80.4,120,2.9,77.4,68.1,123,3,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2015,"66,102",53,0,0,0,0,0,0,0,0,0,0,0,0,87,66,20,1,0,0,0,0,"2,115,411",5.54,46,-1.32,6.86,80.5,123,3,77.4,68.1,123,3.1,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2014,"5,485",37,10,18,25,1,2,1,24,2,1,4,25,2,115,100,15,0,0,0,0,0,"2,099,181",4.82,35,-2.04,6.86,81.7,128,4.2,77.4,69,128,4,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2013,"7,326",666,8,5,21,2,5,6,17,5,2,4,21,8,104,74,27,2,0,1,0,0,"2,082,738",4.37,29,-2.49,6.86,79.7,109,2.2,77.4,67,112,1.9,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2012,"33,300","1,466",3,9,19,3,12,24,10,5,0,4,28,6,123,86,30,5,1,0,1,0,"2,073,512",5.06,40,-1.8,6.86,81.1,127,3.6,77.4,68,121,3,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2011,"419,810","1,991",5,0,5,19,3,40,5,1,0,3,21,0,102,46,44,8,3,0,1,0,"2,060,827",4.77,34,-2.09,6.86,78.2,82,0.7,77.4,65.5,74,0.5,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2010,"5,800",320,8,0,16,8,6,28,0,4,0,0,46,0,116,52,60,4,0,0,0,0,"2,035,183",12.07,125,5.21,6.86,78.1,78,0.6,77.4,65.7,81,0.7,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2009,"5,800",116,7,0,4,3,4,19,0,0,0,6,15,2,60,37,21,1,0,0,1,0,"2,017,673",3.18,6,-3.68,6.86,79.6,107,2.2,77.4,66.8,105,1.7,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Bernardino,2008,"69,601",606,4,2,3,7,0,15,1,0,0,2,11,1,46,20,22,1,2,1,0,0,"2,004,914",6.54,74,-0.32,6.86,79.7,109,2.2,77.4,67,112,1.9,65.1,377607290209,428886621,20308.2954,882565705.6,21.8642274,1351714.684,42.11000061,73.87387387,99.93636653
San Diego,2021,"1,508,303","6,885",22,9,13,16,20,16,26,3,0,3,49,31,208,137,57,10,1,2,0,1,"3,284,368",11.35,48,-2.94,14.29,77.2,120,3,74.2,64.2,122,2.9,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2020,"1,049,225",386,11,2,19,8,28,1,20,7,0,0,56,27,179,81,92,5,1,0,0,0,"3,301,513",11.35,48,-2.94,14.29,78.1,127,3.9,74.2,64.7,123,3.5,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2019,"371,100",908,2,2,17,5,14,9,14,2,0,2,48,13,128,78,35,13,2,0,0,0,"3,338,330",21.17,114,6.88,14.29,74.8,75,0.6,74.2,62.4,96,1.2,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2018,"661,802","1,177",6,5,11,6,15,3,20,1,0,3,61,13,144,74,59,7,3,1,0,0,"3,333,861",9.69,30,-4.6,14.29,77.6,123,3.4,74.2,64.8,125,3.5,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2017,"18,054","7,177",7,5,15,9,13,2,21,2,0,1,78,9,162,97,53,6,3,1,2,0,"3,321,237",12.79,71,-1.5,14.29,78.1,127,3.9,74.2,65.2,127,4,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2016,"4,286,760","7,963",10,7,14,16,8,5,17,2,0,3,36,13,131,87,37,5,1,0,0,1,"3,306,089",13.17,72,-1.12,14.29,77.7,125,3.5,74.2,64.8,125,3.6,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2015,"144,957",229,0,3,16,6,9,6,17,3,0,0,47,3,110,76,30,3,1,0,0,0,"3,280,850",9.08,23,-5.21,14.29,77.7,125,3.5,74.2,64.9,126,3.7,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2014,"666,154",927,4,6,12,11,2,2,21,0,0,2,66,19,145,83,56,3,2,1,0,0,"3,248,877",8.07,13,-6.22,14.29,79,128,4.8,74.2,65.9,128,4.6,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2013,"277,957","13,319",11,7,7,10,27,1,27,3,0,2,86,16,197,99,75,15,5,0,2,1,"3,209,768",7.86,11,-6.43,14.29,76.7,114,2.6,74.2,63.4,113,2.2,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2012,"1,011,115","35,213",7,3,15,16,12,27,9,1,0,0,65,7,162,76,64,16,0,2,2,2,"3,174,335",9.8,31,-4.49,14.29,77.4,122,3.3,74.2,63.9,120,2.7,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2011,"341,962","17,439",6,0,8,28,8,57,9,0,0,2,77,1,196,87,86,18,3,0,1,1,"3,137,156",12.78,70,-1.51,14.29,75.5,92,1.3,74.2,62,84,0.8,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2010,"35,550","3,594",7,0,16,18,8,40,0,3,0,0,43,1,136,65,59,7,3,1,1,0,"3,095,349",23.78,121,9.49,14.29,74.6,69,0.5,74.2,61.8,78,0.6,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2009,"35,550",136,4,1,14,31,4,38,0,0,0,4,48,4,148,62,81,4,1,0,0,0,"3,053,793",8.25,14,-6.04,14.29,76.9,117,2.7,74.2,63.5,115,2.3,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Diego,2008,"71,302",985,13,2,9,32,0,49,0,2,1,2,65,3,178,79,86,10,3,0,0,0,"3,019,274",15.01,86,0.72,14.29,77,118,2.8,74.2,63.7,118,2.5,61.2,569080026040,953620221,4571.49119,671821241.1,10.70573901,3854574.726,17.03000069,73.45559846,100
San Francisco,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"838,402",24.66,70,0.36,24.3,64.7,95,1,63.6,57.2,109,1.4,55.8,154871409399,37731586,234.2550128,216666906.6,7.58302216,2087321.801,99.13999939,9.813384813,26.40789055
San Francisco,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"870,130",9.44,2,-14.86,24.3,67.9,128,4.2,63.6,59.2,126,3.5,55.8,154871409399,37731586,234.2550128,216666906.6,7.58302216,2087321.801,99.13999939,9.813384813,26.40789055
San Francisco,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"881,549",29.56,98,5.26,24.3,65.7,119,2,63.6,58,120,2.3,55.8,154871409399,37731586,234.2550128,216666906.6,7.58302216,2087321.801,99.13999939,9.813384813,26.40789055
San Francisco,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"880,696",22.51,56,-1.79,24.3,65.4,112,1.8,63.6,57.6,114,1.9,55.8,154871409399,37731586,234.2550128,216666906.6,7.58302216,2087321.801,99.13999939,9.813384813,26.40789055
San Francisco,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"878,040",31.59,107,7.29,24.3,66.5,124,2.8,63.6,58.5,125,2.7,55.8,154871409399,37731586,234.2550128,216666906.6,7.58302216,2087321.801,99.13999939,9.813384813,26.40789055
San Francisco,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"871,512",28.85,94,4.55,24.3,65.9,123,2.2,63.6,58.3,124,2.5,55.8,154871409399,37731586,234.2550128,216666906.6,7.58302216,2087321.801,99.13999939,9.813384813,26.40789055
San Joaquin,2021,"22,099",19,1,0,2,3,2,0,0,0,0,0,6,2,16,5,11,0,0,0,0,0,"782,894",14.22,70,0.17,14.05,77,122,3.7,73.3,63.7,124,2.9,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2020,"70,131,020","24,598",4,1,2,0,5,7,0,0,0,1,8,5,33,18,8,5,1,0,0,1,"780,207",6.6,5,-7.45,14.05,78.5,128,5.2,73.3,64.5,128,3.7,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2019,"18,480",547,5,0,0,1,3,0,1,0,0,0,6,13,29,5,19,3,2,0,0,0,"762,148",17.6,102,3.55,14.05,76.1,119,2.8,73.3,63.1,120,2.3,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2018,"3,545,100","11,954",0,0,2,0,6,0,2,0,0,0,8,2,20,7,10,2,0,0,0,1,"752,491",14.35,73,0.3,14.05,77.1,123,3.9,73.3,63.3,122,2.6,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2017,"26,219",174,0,0,0,2,6,0,2,0,0,0,11,3,24,6,14,4,0,0,0,0,"743,296",19.08,116,5.03,14.05,77.3,124,4,73.3,63.7,124,3,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2016,"1,936",378,0,0,0,1,1,0,0,0,1,0,7,3,13,4,6,1,2,0,0,0,"732,809",18.33,110,4.28,14.05,76.6,121,3.3,73.3,63.3,122,2.6,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2015,0,65,0,0,0,1,1,0,1,0,0,0,2,1,10,3,7,0,0,0,0,0,"722,271",7.69,7,-6.36,14.05,77.5,125,4.2,73.3,63.9,126,3.1,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2014,0,30,0,0,0,0,2,0,0,0,0,0,3,1,6,3,1,2,0,0,0,0,"711,579",14.4,74,0.35,14.05,77.8,126,4.6,73.3,64.5,128,3.7,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2013,1,67,1,0,1,0,2,0,0,0,0,0,3,1,7,2,4,1,0,0,0,0,"702,046",5.06,1,-8.99,14.05,76.2,120,3,73.3,62.2,111,1.4,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2011,0,22,0,0,0,1,0,4,0,0,0,0,2,0,7,2,5,0,0,0,0,0,"694,354",11.61,42,-2.44,14.05,73,47,-0.2,73.3,60.4,37,-0.3,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2010,0,7,0,0,1,1,0,5,0,0,0,0,3,0,10,4,6,0,0,0,0,0,"685,306",18.96,114,4.91,14.05,73.1,54,-0.1,73.3,61.1,74,0.3,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2009,0,10,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,"674,860",11.7,44,-2.35,14.05,75.1,107,1.8,73.3,61.9,101,1.1,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Joaquin,2008,"11,000",76,0,0,0,2,0,4,0,0,0,0,3,2,11,4,6,1,0,0,0,0,"668,753",10.05,26,-4,14.05,75.5,112,2.2,73.3,62.1,107,1.3,60.7,139591102790,2495791679,1441.147561,110352722.3,2.393463327,25808462.82,61.27000046,76.48005148,85.26885142
San Luis Obispo,2021,"9,606",172,5,7,11,10,3,0,12,2,0,1,14,19,84,45,33,6,0,0,0,0,"278,600",16.81,69,-0.35,17.16,75.2,122,3.6,71.6,60.9,121,3,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2020,"577,022","8,576",2,8,7,19,18,7,16,5,0,1,31,31,145,51,75,8,4,4,3,0,"282,639",9.31,13,-7.85,17.16,75.6,126,4,71.6,61.1,125,3.2,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2019,"4,876,280","3,583",2,10,12,17,20,1,10,4,0,0,28,28,132,74,44,9,2,1,2,0,"283,111",23.65,112,6.49,17.16,73,100,1.4,71.6,59.7,110,1.8,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2018,"64,793",888,5,8,8,17,21,0,24,1,0,4,23,12,123,75,35,12,1,0,0,0,"283,354",14.4,53,-2.76,17.16,75.2,122,3.6,71.6,61.1,125,3.1,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2017,"3,765,125","32,245",6,3,16,36,20,3,15,0,0,1,38,30,168,68,76,16,5,1,1,1,"282,481",20.89,99,3.73,17.16,75.4,125,3.8,71.6,61.7,127,3.7,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2016,"12,215,711","46,805",8,7,13,17,20,0,22,0,0,3,37,19,146,71,65,8,1,0,0,1,"281,803",16.06,66,-1.1,17.16,75,120,3.4,71.6,61.1,125,3.2,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2015,"1,399,900","4,463",1,10,7,11,15,7,42,1,0,1,11,28,134,85,43,4,0,0,2,0,"280,077",6.65,6,-10.51,17.16,75.4,125,3.8,71.6,61.4,126,3.5,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2014,"4,190",112,0,6,4,10,7,0,21,1,0,2,22,12,85,57,26,2,0,0,0,0,"278,227",12.18,31,-4.98,17.16,76.7,128,5.1,71.6,62.7,128,4.7,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2013,"41,050",407,0,5,5,13,12,0,30,2,0,2,37,16,122,63,54,5,0,0,0,0,"275,696",3.12,1,-14.04,17.16,75.3,123,3.7,71.6,60.6,120,2.7,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2012,"43,800","1,121",0,4,8,9,2,51,14,2,1,1,32,12,136,90,41,2,2,1,0,0,"274,160",13.9,49,-3.26,17.16,74.5,118,2.9,71.6,60.2,118,2.3,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2011,"123,200","2,392",2,0,9,24,1,54,6,0,0,0,27,3,126,59,57,7,1,1,1,0,"271,058",15.48,62,-1.68,17.16,71.9,70,0.3,71.6,58.4,78,0.4,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2010,"54,268","2,017",0,0,7,18,1,21,0,2,0,0,29,1,79,23,48,4,3,0,1,0,"269,597",27.45,119,10.29,17.16,71.5,52,-0.1,71.6,58.6,85,0.6,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2009,"54,268",79,2,1,5,18,0,27,0,2,0,0,37,5,97,40,50,6,1,0,0,0,"266,971",13.51,45,-3.65,17.16,73.6,111,2,71.6,59.7,109,1.7,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Luis Obispo,2008,"392,260",472,3,2,9,18,4,32,0,1,0,0,25,1,95,16,71,7,1,0,0,0,"265,134",14.31,52,-2.85,17.16,73.9,115,2.3,71.6,59.8,113,1.8,58,62617650590,804698311,3652.268531,53376953.54,0.7437007762,4453030.62,93.22000122,27.7027027,97.80464524
San Mateo,2021,"3,000",181,2,1,0,2,0,0,4,1,0,0,3,2,15,10,4,0,1,0,0,0,"747,900",26.07,56,-2.59,28.66,66.9,113,1.7,65.2,57.4,116,2,55.4,155369738889,91097620,748.4279197,299059318.4,10.16462851,10026369.54,94.65000153,55.21235521,91.79128221
